0,0.00026883
0.05,0.00091694
0.1,-0.0011294
0.15,0.00043109
0.2,0.00015938
0.25,-0.00065384
0.3,-0.0002168
0.35,0.00017131
0.4,0.0017892
0.45,0.0013847
0.5,-0.00067494
0.55,0.0015175
0.6,0.0003627
0.65,-3.1527e-05
0.7,0.00035737
0.75,-0.00010248
0.8,-6.2072e-05
0.85,0.00074485
0.9,0.00070452
0.95,0.0007086
1,0.00033575
1.05,-0.00060374
1.1,0.00035862
1.15,0.00081512
1.2,0.00024445
1.25,0.00051735
1.3,0.00036344
1.35,-0.00015172
1.4,0.00014694
1.45,-0.00039364
1.5,0.0004442
1.55,-0.00057354
1.6,-0.00053444
1.65,-0.00040475
1.7,-0.0014721
1.75,0.00071919
1.8,0.0001626
1.85,-0.00037746
1.9,0.00068515
1.95,-0.00085576
2,-5.1121e-05
2.05,-0.00012072
2.1,0.0001596
2.15,0.00015643
2.2,-0.00043244
2.25,-1.5026e-05
2.3,-8.244e-05
2.35,0.00031385
2.4,0.00054663
2.45,0.00055464
2.5,-0.00043183
2.55,3.868e-05
2.6,-0.00060706
2.65,-0.00055675
2.7,-3.4247e-06
2.75,0.00076632
2.8,-0.00038483
2.85,0.00018569
2.9,-0.00011279
2.95,0.00055868
3,-0.00054453
3.05,1.6279e-05
3.1,0.00027626
3.15,0.00055031
3.2,0.00077211
3.25,4.2966e-05
3.3,-0.0007458
3.35,-0.00037115
3.4,-0.00053079
3.45,0.0011752
3.5,-0.0003078
3.55,0.00037404
3.6,-9.6209e-05
3.65,0.00044431
3.7,-0.00038242
3.75,-0.00070113
3.8,-0.00071119
3.85,0.0002441
3.9,-8.8688e-05
3.95,-9.8027e-05
4,0.00070966
4.05,0.00014579
4.1,9.8906e-05
4.15,0.00079385
4.2,-0.00040223
4.25,0.00034831
4.3,0.00041754
4.35,-0.00012186
4.4,0.00010784
4.45,-0.00058292
4.5,-0.00057398
4.55,5.2437e-05
4.6,0.00036113
4.65,0.0012927
4.7,-0.00033345
4.75,9.3666e-05
4.8,-4.1247e-05
4.85,-0.00096651
4.9,-0.00021948
4.95,-0.00089734
5,0.00042019
5.05,-0.00044402
5.1,5.0046e-05
5.15,-0.00027226
5.2,0.00015176
5.25,-0.00030016
5.3,0.00024498
5.35,0.00036968
5.4,0.00085594
5.45,-9.7062e-05
5.5,-0.0010692
5.55,-0.00041979
5.6,0.0006773
5.65,-0.00053608
5.7,0.00048048
5.75,6.2025e-05
5.8,0.00071835
5.85,-0.00098045
5.9,-9.8849e-05
5.95,-0.00060392
6,0.001454
6.05,0.00041261
6.1,0.00068949
6.15,-0.00052909
6.2,-0.00023431
6.25,-0.00013623
6.3,0.00054921
6.35,-0.00013894
6.4,0.00035077
6.45,-0.0010259
6.5,-0.00017692
6.55,-0.00041179
6.6,-0.00078853
6.65,0.00025399
6.7,0.00014099
6.75,1.674e-05
6.8,-0.00066684
6.85,0.00056375
6.9,0.00017509
6.95,-0.00014953
7,1.1445e-05
7.05,-0.000131
7.1,-0.00087511
7.15,-0.00014283
7.2,-0.00041568
7.25,-0.0004896
7.3,-0.0005782
7.35,-0.00026678
7.4,-0.0010013
7.45,0.00048211
7.5,0.00026003
7.55,-1.0014e-05
7.6,-1.7386e-05
7.65,-0.00039908
7.7,0.00050934
7.75,-6.6609e-05
7.8,-0.00035727
7.85,0.00067569
7.9,-0.00011239
7.95,-0.00029451
8,-0.00014688
8.05,-0.00042396
8.1,-0.00056006
8.15,0.001263
8.2,0.00082775
8.25,0.00015377
8.3,-0.00062856
8.35,-0.00043273
8.4,-8.8267e-05
8.45,0.00039571
8.5,-0.000666
8.55,-0.0011649
8.6,-0.00072455
8.65,0.00016676
8.7,0.00019568
8.75,0.00022584
8.8,-6.5142e-05
8.85,9.1845e-05
8.9,-0.00023808
8.95,0.00043101
9,-0.00068085
9.05,0.00022751
9.1,-0.00042435
